LCLASSCODE,LCLASSNAME,MCLASSCODE,MCLASSNAME,SCLASSCODE,SCLASSNAME
81,냉동 해면어류,8165,동미리,816502,열쌍동가리
81,냉동 해면어류,8165,준치,816598,준치(수입)
81,냉동 해면어류,8165,준치,816599,기타
81,냉동 해면어류,8166,철갑상어,816601,철갑상어
81,냉동 해면어류,8166,등가시치,816602,벌레문치
81,냉동 해면어류,8166,등가시치,816603,먹갈치
81,냉동 해면어류,8166,철갑상어,816698,철갑상어(수입)
81,냉동 해면어류,8166,철갑상어,816699,기타
81,냉동 해면어류,8167,청어,816701,밴댕이
81,냉동 해면어류,8167,청어,816702,전어
81,냉동 해면어류,8167,청어,816703,정어리
81,냉동 해면어류,8167,청어,816704,눈퉁멸
81,냉동 해면어류,8167,청어,816705,조선전어
81,냉동 해면어류,8167,청어,816706,납작전어
81,냉동 해면어류,8167,청어,816707,대전어
81,냉동 해면어류,8167,청어,816708,이와치
81,냉동 해면어류,8167,청어,816709,샛줄멸
81,냉동 해면어류,8167,청어,816798,청어(수입)
81,냉동 해면어류,8167,청어,816799,기타
81,냉동 해면어류,8168,촉수,816801,촉수
81,냉동 해면어류,8168,촉수,816802,노랑촉수
81,냉동 해면어류,8168,촉수,816803,두줄촉수
81,냉동 해면어류,8168,촉수,816804,주황촉수
81,냉동 해면어류,8168,촉수,816805,금줄촉수
81,냉동 해면어류,8168,촉수,816806,남촉수
81,냉동 해면어류,8168,촉수,816807,먹줄촉수
81,냉동 해면어류,8168,촉수,816898,촉수(수입)
81,냉동 해면어류,8168,촉수,816899,기타
81,냉동 해면어류,8169,통치,816901,통치
81,냉동 해면어류,8169,통치,816998,통치(수입)
81,냉동 해면어류,8169,통치,816999,기타
81,냉동 해면어류,8170,학공치,817001,학공치
81,냉동 해면어류,8170,새다래,817002,벤텐어
81,냉동 해면어류,8170,새다래,817003,타락치
81,냉동 해면어류,8170,학공치,817098,학공치(수입)
81,냉동 해면어류,8170,학공치,817099,기타
81,냉동 해면어류,8171,횟대,817101,꼬마횟대
81,냉동 해면어류,8171,횟대,817102,대구횟대
81,냉동 해면어류,8171,횟대,817103,동갈횟대
81,냉동 해면어류,8171,횟대,817104,꺽정이
81,냉동 해면어류,8171,횟대,817105,흑얼꺽정이
81,냉동 해면어류,8171,횟대,817106,살꺽정이
81,냉동 해면어류,8171,횟대,817107,빨간횟대
81,냉동 해면어류,8171,횟대,817108,점줄횟대
81,냉동 해면어류,8171,횟대,817109,뿔횟대
81,냉동 해면어류,8171,횟대,817110,알롱횟대
81,냉동 해면어류,8171,횟대,817111,무늬횟대
81,냉동 해면어류,8171,횟대,817112,가시횟대
81,냉동 해면어류,8171,횟대,817113,밑횟대
81,냉동 해면어류,8171,횟대,817114,줄가시횟대
81,냉동 해면어류,8171,횟대,817115,흑점줄가시횟대
81,냉동 해면어류,8171,횟대,817116,아셀횟대
81,냉동 해면어류,8171,횟대,817117,실횟대
81,냉동 해면어류,8171,횟대,817118,띠좀횟대
81,냉동 해면어류,8171,횟대,817119,상어횟대
81,냉동 해면어류,8171,횟대,817120,송곳횟대
81,냉동 해면어류,8171,횟대,817121,졸단횟대
81,냉동 해면어류,8171,횟대,817122,눈퉁횟대
81,냉동 해면어류,8171,횟대,817123,골판횟대
81,냉동 해면어류,8171,횟대,817198,횟대(수입)
81,냉동 해면어류,8171,횟대,817199,기타
81,냉동 해면어류,8172,홍어,817201,광동홍어
81,냉동 해면어류,8172,홍어,817202,살홍어
81,냉동 해면어류,8172,홍어,817203,거울홍어
81,냉동 해면어류,8172,홍어,817204,깨알홍어
81,냉동 해면어류,8172,홍어,817298,홍어(수입)
81,냉동 해면어류,8172,홍어,817299,기타
81,냉동 해면어류,8173,해마,817301,해마
81,냉동 해면어류,8173,해마,817302,복해마
81,냉동 해면어류,8173,해마,817303,가시해마
81,냉동 해면어류,8173,해마,817304,sea dragon
81,냉동 해면어류,8173,해마,817305,진잘해마
81,냉동 해면어류,8173,해마,817306,산호해마
81,냉동 해면어류,8173,해마,817307,풀해마
81,냉동 해면어류,8173,해마,817398,해마(수입)
81,냉동 해면어류,8173,날새기,817399,기타날쌔기
81,냉동 해면어류,8174,해덕,817401,해덕
81,냉동 해면어류,8174,해덕,817498,해덕(수입)
81,냉동 해면어류,8174,해덕,817499,기타
81,냉동 해면어류,8175,개복치,817501,개복치
81,냉동 해면어류,8175,개복치,817502,붉은개복치
81,냉동 해면어류,8175,개복치,817503,물개복치
81,냉동 해면어류,8175,개복치,817598,개복치(수입)
81,냉동 해면어류,8175,개복치,817599,기타
81,냉동 해면어류,8176,독가시치,817601,독가시치
81,냉동 해면어류,8176,독가시치,817698,독가시치(수입)
81,냉동 해면어류,8176,날개줄고기,817699,기타날개줄고기
81,냉동 해면어류,8177,동갈양태,817701,동갈양태
81,냉동 해면어류,8177,동갈양태,817798,동갈양태(수입)
81,냉동 해면어류,8177,노랑벤자리,817799,기타노랑벤자리
81,냉동 해면어류,8178,동미리,817801,동미리
81,냉동 해면어류,8178,동미리,817802,열쌍동가리
81,냉동 해면어류,8178,동미리,817803,눈동미리
81,냉동 해면어류,8178,동미리,817804,쌍동가리
81,냉동 해면어류,8178,동미리,817898,동미리(수입)
81,냉동 해면어류,8178,동강연치,817899,기타동강연치
81,냉동 해면어류,8179,등가시치,817901,등가시치
81,냉동 해면어류,8179,등가시치,817902,벌레문치
81,냉동 해면어류,8179,등가시치,817998,등가시치(수입)
81,냉동 해면어류,8179,다동가리,817999,기타다동가리
81,냉동 해면어류,8180,만세기,818001,만세기
81,냉동 해면어류,8180,만세기,818002,줄만세기
81,냉동 해면어류,8180,만세기,818098,만세기(수입)
81,냉동 해면어류,8180,대주둥치,818099,기타대주둥치
81,냉동 해면어류,8181,배불뚝치,818101,배불뚝치
81,냉동 해면어류,8181,배불뚝치,818198,배불뚝치(수입)
81,냉동 해면어류,8181,대치,818199,기타대치
81,냉동 해면어류,8182,빙어,818201,열빙어
81,냉동 해면어류,8182,빙어,818202,바다빙어
81,냉동 해면어류,8182,빙어,818298,빙어(수입)
81,냉동 해면어류,8182,물꽃치,818299,기타물꽃치
81,냉동 해면어류,8183,붉평치,818301,붉평치
81,냉동 해면어류,8183,붉평치,818398,붉평치(수입)
81,냉동 해면어류,8184,새다래,818401,새다래
81,냉동 해면어류,8184,새다래,818402,벤텐어
81,냉동 해면어류,8184,새다래,818403,타락치
81,냉동 해면어류,8184,새다래,818498,새다래(수입)
81,냉동 해면어류,8184,바닥가시치,818499,기타바닥가시치
81,냉동 해면어류,8185,샛멸,818501,샛멸
81,냉동 해면어류,8185,샛멸,818598,샛멸(수입)
81,냉동 해면어류,8185,부치,818599,기타부치
81,냉동 해면어류,8186,줄비늘치,818601,줄비늘치
81,냉동 해면어류,8186,줄비늘치,818698,줄비늘치(수입)
81,냉동 해면어류,8187,황줄깜정이,818701,황줄깜정이
81,냉동 해면어류,8187,씬벵이,818702,빨간씬벵이
81,냉동 해면어류,8187,씬벵이,818703,줄씬벵이
81,냉동 해면어류,8187,황줄깜정이,818704,범돔
81,냉동 해면어류,8187,황줄깜정이,818705,양벵에돔
81,냉동 해면어류,8187,황줄깜정이,818798,황줄깜정이(수입)
81,냉동 해면어류,8187,씬벵이,818799,기타씬벵이
81,냉동 해면어류,8188,바늘동치,818801,바늘동치
81,냉동 해면어류,8188,바늘동치,818898,바늘동치(수입)
81,냉동 해면어류,8189,군평선이,818901,군평선이
81,냉동 해면어류,8189,군평선이,818998,군평선이(수입)
81,냉동 해면어류,8190,기름치,819001,기름치
81,냉동 해면어류,8190,기름치,819098,기름치(수입)
81,냉동 해면어류,8191,날가지,819101,날가지
81,냉동 해면어류,8191,날가지,819198,날가지(수입)
81,냉동 해면어류,8192,날쌔기,819201,날쌔기
81,냉동 해면어류,8192,날쌔기,819298,날쌔기(수입)
81,냉동 해면어류,8192,주걱치,819299,기타주걱치
81,냉동 해면어류,8193,남방칼고기,819301,남방칼고기
81,냉동 해면어류,8193,남방칼고기,819398,남방칼고기(수입)
81,냉동 해면어류,8194,큰얼룩통구멍,819401,큰얼룩통구멍
81,냉동 해면어류,8194,통구멍,819402,푸렁통구멍
81,냉동 해면어류,8194,통구멍,819403,통구멩이
81,냉동 해면어류,8194,통구멍,819404,민통구멍
81,냉동 해면어류,8194,통구멍,819405,얼룩통구멍
81,냉동 해면어류,8194,통구멍,819406,비늘통구멍
81,냉동 해면어류,8194,통구멍,819498,통구멍(수입)
81,냉동 해면어류,8194,철갑둥어,819499,기타철갑둥어
81,냉동 해면어류,8195,풀미역치,819501,풀미역치
81,냉동 해면어류,8195,꼬리치,819598,꼬리치(수입)
81,냉동 해면어류,8195,풀미역치,819599,기타풀미역치
81,냉동 해면어류,8196,학치 ,819601,황학치
81,냉동 해면어류,8196,날개줄고기,819602,갈키고기
81,냉동 해면어류,8196,날개줄고기,819603,고양이줄고기
81,냉동 해면어류,8196,날개줄고기,819604,곱추줄고기
81,냉동 해면어류,8196,날개줄고기,819605,꽃줄고기
81,냉동 해면어류,8196,날개줄고기,819606,네줄고기
81,냉동 해면어류,8196,날개줄고기,819607,말락줄고기
81,냉동 해면어류,8196,날개줄고기,819608,민어치
81,냉동 해면어류,8196,날개줄고기,819609,뿔줄고기
81,냉동 해면어류,8196,날개줄고기,819610,실줄고기
81,냉동 해면어류,8196,날개줄고기,819611,왕눈줄고기
81,냉동 해면어류,8196,날개줄고기,819612,잔줄고기
81,냉동 해면어류,8196,날개줄고기,819613,흑줄고기
81,냉동 해면어류,8196,날개줄고기,819698,날개줄고기(수입)
81,냉동 해면어류,8196,학치 ,819699,기타학치
81,냉동 해면어류,8197,홍메치,819701,히메치
81,냉동 해면어류,8197,노랑벤자리,819798,노랑벤자리(수입)
81,냉동 해면어류,8197,홍메치,819799,기타홍메치
81,냉동 해면어류,8198,활치,819801,제비활치
81,냉동 해면어류,8198,동강연치,819898,동강연치(수입)
81,냉동 해면어류,8198,활치,819899,기타활치
81,냉동 해면어류,81A0,나비고기,81A001,가시나비고기
81,냉동 해면어류,81A0,나비고기,81A002,꼬리줄나비고기
81,냉동 해면어류,81A0,나비고기,81A003,나비고기
81,냉동 해면어류,81A0,나비고기,81A004,나비돔
81,냉동 해면어류,81A0,나비고기,81A005,두동가리돔
81,냉동 해면어류,81A0,나비고기,81A006,룰나비고기
81,냉동 해면어류,81A0,나비고기,81A007,세동가리돔
81,냉동 해면어류,81A0,나비고기,81A098,나비고기(수입)
81,냉동 해면어류,81A1,둑중개,81A101,가시망둑
81,냉동 해면어류,81A1,둑중개,81A102,돌팍망둑
81,냉동 해면어류,81A1,둑중개,81A103,돌망둑이
81,냉동 해면어류,81A1,둑중개,81A198,둑중개(수입)
81,냉동 해면어류,81A2,미올비늘치,81A201,미올비늘치
81,냉동 해면어류,81A2,미올비늘치,81A298,미올비늘치(수입)
81,냉동 해면어류,81A3,샛비늘치,81A301,얼비늘치
81,냉동 해면어류,81A3,샛비늘치,81A302,샛비늘치
81,냉동 해면어류,81A3,샛비늘치,81A398,샛비늘치(수입)
81,냉동 해면어류,81A4,날개멸,81A401,날개멸
81,냉동 해면어류,81A4,날개멸,81A498,날개멸(수입)
81,냉동 해면어류,81A5,물멸,81A501,물멸
81,냉동 해면어류,81A5,물멸,81A598,물멸(수입)
81,냉동 해면어류,81A6,발광멸,81A601,발광멸
81,냉동 해면어류,81A6,발광멸,81A698,발광멸(수입)
81,냉동 해면어류,81A7,색줄멸,81A701,밀멸
81,냉동 해면어류,81A7,색줄멸,81A702,색줄멸
81,냉동 해면어류,81A7,색줄멸,81A703,은줄멸
81,냉동 해면어류,81A7,색줄멸,81A798,색줄멸(수입)
81,냉동 해면어류,81A8,청황문절,81A801,등설망둑
81,냉동 해면어류,81A8,청황문절,81A802,청황문절
81,냉동 해면어류,81A8,청황문절,81A898,청황문절(수입)
81,냉동 해면어류,81A9,여을멸,81A901,여을멸
81,냉동 해면어류,81A9,여을멸,81A998,여을멸(수입)
81,냉동 해면어류,81A9,여을멸,81A999,기타여을멸
81,냉동 해면어류,81B0,줄벤자리,81B001,줄벤자리
81,냉동 해면어류,81B0,줄벤자리,81B098,줄벤자리(수입)
81,냉동 해면어류,81B0,줄벤자리,81B099,기타줄벤자리
81,냉동 해면어류,81B1,밀크피시,81B101,밀크피시
81,냉동 해면어류,81B1,밀크피시,81B198,밀크피시(수입)
81,냉동 해면어류,81B1,밀크피시,81B199,기타밀크피시
81,냉동 해면어류,81B2,색줄멸포,81B201,색줄멸포
81,냉동 해면어류,81B2,색줄멸포,81B298,색줄멸포(수입)
81,냉동 해면어류,81B2,색줄멸포,81B299,기타색줄멸포
81,냉동 해면어류,81B3,실치,81B301,실치
81,냉동 해면어류,81B3,실치,81B398,실치(수입)
81,냉동 해면어류,81B3,실치,81B399,기타실치
81,냉동 해면어류,81B4,바라문디,81B401,바라문디
81,냉동 해면어류,81B4,바라문디,81B498,바라문디(수입)
81,냉동 해면어류,81B4,바라문디,81B499,기타바라문디
81,냉동 해면어류,81B5,버터플라이킹피시,81B501,버터플라이킹피시
81,냉동 해면어류,81B5,버터플라이킹피시,81B598,버터플라이킹피시(수입)
81,냉동 해면어류,81B5,버터플라이킹피시,81B599,기타버터플라이킹피시
81,냉동 해면어류,81B6,블랙피시,81B601,블랙피시
81,냉동 해면어류,81B6,블랙피시,81B698,블랙피시(수입)
81,냉동 해면어류,81B6,블랙피시,81B699,기타블랙시피
81,냉동 해면어류,81B7,블루피쉬,81B701,블루피쉬
81,냉동 해면어류,81B7,블루피쉬,81B798,블루피쉬(수입)
81,냉동 해면어류,81B7,블루피쉬,81B799,기타블루피쉬
81,냉동 해면어류,81B8,스킬피쉬,81B801,스킬피쉬
81,냉동 해면어류,81B8,스킬피쉬,81B898,스킬피쉬(수입)
81,냉동 해면어류,81B8,스킬피쉬,81B899,기타스킬피쉬
81,냉동 해면어류,81B9,시아멘시스,81B901,시아멘시스
81,냉동 해면어류,81B9,시아멘시스,81B998,시아멘시스(수입)
81,냉동 해면어류,81B9,시아멘시스,81B999,기타시아멘시스
81,냉동 해면어류,81C0,아이스피시,81C001,아이스피시
81,냉동 해면어류,81C0,아이스피시,81C098,아이스피시(수입)
81,냉동 해면어류,81C0,아이스피시,81C099,기타아이스피시
81,냉동 해면어류,81C1,오렌지퍼치,81C101,오렌지퍼치
81,냉동 해면어류,81C1,오렌지퍼치,81C198,오렌지퍼치(수입)
81,냉동 해면어류,81C1,오렌지퍼치,81C199,기타오렌지퍼치
81,냉동 해면어류,81C2,자이언트시퍼치,81C201,자이언트시퍼치
81,냉동 해면어류,81C2,자이언트시퍼치,81C298,자이언트시퍼치(수입)
81,냉동 해면어류,81C2,자이언트시퍼치,81C299,기타자이언트시퍼치
81,냉동 해면어류,81C3,토마토하인드,81C301,토마토하인드
81,냉동 해면어류,81C3,토마토하인드,81C398,토마토하인드(수입)
81,냉동 해면어류,81C3,토마토하인드,81C399,기타토마토하인드
81,냉동 해면어류,81C4,페헤레이(F),81C401,페헤레이(F)
81,냉동 해면어류,81C4,페헤레이(F),81C498,페헤레이(F)(수입)
81,냉동 해면어류,81C4,페헤레이(F),81C499,기타페헤레이(F)
81,냉동 해면어류,81C5,퓨질리어피쉬,81C501,퓨질리어피쉬
81,냉동 해면어류,81C5,퓨질리어피쉬,81C598,퓨질리어피쉬(수입)
81,냉동 해면어류,81C5,퓨질리어피쉬,81C599,기타퓨질리어피쉬
81,냉동 해면어류,81C6,힐사이리사,81C601,힐사이리사
81,냉동 해면어류,81C6,힐사이리사,81C698,힐사이리사(수입)
81,냉동 해면어류,81C6,힐사이리사,81C699,기타힐사이리사
81,냉동 해면어류,81C7,듀피시,81C701,듀피시
81,냉동 해면어류,81C7,듀피시,81C798,듀피시(수입)
81,냉동 해면어류,81C7,듀피시,81C799,기타듀피시
81,냉동 해면어류,81C8,루비,81C801,루비
81,냉동 해면어류,81C8,루비,81C898,루비(수입)
81,냉동 해면어류,81C8,루비,81C899,기타루비
81,냉동 해면어류,81C9,블래시바스,81C901,블랙시바스
81,냉동 해면어류,81C9,블래시바스,81C998,블래시바스(수입)
81,냉동 해면어류,81C9,블래시바스,81C999,기타블랙시바스
81,냉동 해면어류,81D0,블루마오리,81D001,블루마오리
81,냉동 해면어류,81D0,블루마오리,81D098,블루마오리(수입)
81,냉동 해면어류,81D0,블루마오리,81D099,기타블루마오리
81,냉동 해면어류,81D1,블루아이,81D101,블루아이
81,냉동 해면어류,81D1,블루아이,81D198,블루아이(수입)
81,냉동 해면어류,81D1,블루아이,81D199,기타블루아이
81,냉동 해면어류,81D2,무레이코드,81D201,무레이코드
81,냉동 해면어류,81D2,무레이코드,81D298,무레이코드(수입)
81,냉동 해면어류,81D2,무레이코드,81D299,기타무레이코드
81,냉동 해면어류,81D3,배창,81D301,배창
81,냉동 해면어류,81D3,배창,81D398,배창(수입)
81,냉동 해면어류,81D3,배창,81D399,기타배창
81,냉동 해면어류,81D4,다동가리,81D401,아홉동가리
81,냉동 해면어류,81D4,다동가리,81D402,여덟동가리
81,냉동 해면어류,81D4,다동가리,81D498,다동가리(수입)
81,냉동 해면어류,81D4,다동가리,81D499,기타
81,냉동 해면어류,81D5,대주둥치,81D501,대주둥치
81,냉동 해면어류,81D5,대주둥치,81D598,대주둥치(수입)
81,냉동 해면어류,81D5,대주둥치,81D599,기타
81,냉동 해면어류,81D6,대치,81D601,청대치
81,냉동 해면어류,81D6,대치,81D602,홍대치
81,냉동 해면어류,81D6,대치,81D698,대치(수입)
81,냉동 해면어류,81D6,대치,81D699,기타
81,냉동 해면어류,81D7,물꽃치,81D701,물꽃치
81,냉동 해면어류,81D7,물꽃치,81D798,물꽃치(수입)
81,냉동 해면어류,81D7,물꽃치,81D799,기타
81,냉동 해면어류,81D8,물수배기,81D801,고무꺽정이
81,냉동 해면어류,81D8,물수배기,81D802,물수배기
81,냉동 해면어류,81D8,물수배기,81D803,얼룩수배기
81,냉동 해면어류,81D8,물수배기,81D804,울꺽정이
81,냉동 해면어류,81D8,물수배기,81D805,털수배기
81,냉동 해면어류,81D8,물수배기,81D898,물수배기(수입)
81,냉동 해면어류,81D8,물수배기,81D899,기타
81,냉동 해면어류,81D9,바닥가시치,81D901,바닥가시치
81,냉동 해면어류,81D9,바닥가시치,81D998,바닥가시치(수입)
81,냉동 해면어류,81D9,바닥가시치,81D999,기타
81,냉동 해면어류,8.10E+01,부치,8.10E+02,꼭갈치
81,냉동 해면어류,8.10E+01,부치,8.10E+03,빨강부치
81,냉동 해면어류,8.10E+01,부치,8.10E+99,부치(수입)
81,냉동 해면어류,8.10E+01,부치,8.10E+100,기타
81,냉동 해면어류,8.10E+02,선홍치,8.10E+102,선홍치
81,냉동 해면어류,8.10E+02,선홍치,8.10E+199,선홍치(수입)
81,냉동 해면어류,8.10E+02,선홍치,8.10E+200,기타
81,냉동 해면어류,8.10E+03,씬벵이,8.10E+202,노랑씬벵이
81,냉동 해면어류,8.10E+03,씬벵이,8.10E+203,빨간씬벵이
81,냉동 해면어류,8.10E+03,씬벵이,8.10E+204,줄씬벵이
81,냉동 해면어류,8.10E+03,씬벵이,8.10E+299,씬벵이(수입)
81,냉동 해면어류,8.10E+03,씬벵이,8.10E+300,기타
81,냉동 해면어류,8.10E+04,압치,8.10E+302,압치
81,냉동 해면어류,8.10E+04,압치,81E398,압치(수입)
81,냉동 해면어류,8.10E+04,압치,81E399,기타
81,냉동 해면어류,8.10E+05,앨퉁이,81E401,앨퉁이
81,냉동 해면어류,8.10E+05,앨퉁이,81E498,앨퉁이(수입)
81,냉동 해면어류,8.10E+05,앨퉁이,81E499,기타
81,냉동 해면어류,8.10E+06,은비늘치,81E501,은비늘치
81,냉동 해면어류,8.10E+06,은비늘치,81E598,은비늘치(수입)
81,냉동 해면어류,8.10E+06,은비늘치,81E599,기타
81,냉동 해면어류,8.10E+07,점매가리,81E601,점매가리
81,냉동 해면어류,8.10E+07,점매가리,81E698,점매가리(수입)
81,냉동 해면어류,8.10E+07,점매가리,81E699,기타
81,냉동 해면어류,8.10E+08,주걱치,81E701,주걱치
81,냉동 해면어류,8.10E+08,주걱치,81E702,황안어
81,냉동 해면어류,8.10E+08,주걱치,81E798,주걱치(수입)
81,냉동 해면어류,8.10E+08,주걱치,81E799,기타
81,냉동 해면어류,8.10E+09,주둥치,81E801,주둥치
81,냉동 해면어류,8.10E+09,주둥치,81E802,왜주둥치
81,냉동 해면어류,8.10E+09,주둥치,81E803,점주둥치
81,냉동 해면어류,8.10E+09,주둥치,81E804,줄주둥치
81,냉동 해면어류,8.10E+09,주둥치,81E898,주둥치(수입)
81,냉동 해면어류,8.10E+09,주둥치,81E899,기타
81,냉동 해면어류,8.10E+10,철갑둥어,81E901,철갑둥어
81,냉동 해면어류,8.10E+10,철갑둥어,81E998,철갑둥어(수입)
81,냉동 해면어류,8.10E+10,철갑둥어,81E999,기타
82,냉동 해면패류,8201,가리비,820101,가리비
82,냉동 해면패류,8201,가리비,820102,비단가리비
82,냉동 해면패류,8201,가리비,820103,흔한가리비
82,냉동 해면패류,8201,가리비,820104,고랑가리비
82,냉동 해면패류,8201,가리비,820105,큰가리비
82,냉동 해면패류,8201,가리비,820106,국자가리비
82,냉동 해면패류,8201,가리비,820107,국자가리비
82,냉동 해면패류,8201,가리비,820198,가리비(수입)
82,냉동 해면패류,8201,가리비,820199,기타
82,냉동 해면패류,8202,가무락,820201,가무락
82,냉동 해면패류,8202,가무락,820298,가무락(수입)
82,냉동 해면패류,8202,가무락,820299,기타
82,냉동 해면패류,8203,고둥,820301,깐소라
82,냉동 해면패류,8203,고둥,820302,소라
82,냉동 해면패류,8203,고둥,820303,쇠고둥
82,냉동 해면패류,8203,고둥,820304,참고둥
82,냉동 해면패류,8203,고둥,820305,갯고둥
82,냉동 해면패류,8203,고둥,820306,갈색띠매물고둥
82,냉동 해면패류,8203,고둥,820307,감생이고둥
82,냉동 해면패류,8203,고둥,820308,검은갯고둥
82,냉동 해면패류,8203,고둥,820309,물레고둥
82,냉동 해면패류,8203,고둥,820310,매물고둥
82,냉동 해면패류,8203,고둥,820311,보말고둥
82,냉동 해면패류,8203,고둥,820312,위고둥
82,냉동 해면패류,8203,고둥,820313,조각매물고둥
82,냉동 해면패류,8203,고둥,820314,청자고둥
82,냉동 해면패류,8203,고둥,820315,총알고둥
82,냉동 해면패류,8203,고둥,820316,털탑고둥
82,냉동 해면패류,8203,고둥,820317,피뿔고둥
82,냉동 해면패류,8203,고둥,820318,홍줄고둥
82,냉동 해면패류,8203,고둥,820319,뿔소라
82,냉동 해면패류,8203,고둥,820398,고둥(수입)
82,냉동 해면패류,8203,고둥,820399,기타
82,냉동 해면패류,8204,골뱅이,820401,골뱅이
82,냉동 해면패류,8204,골뱅이,820498,골뱅이(수입)
82,냉동 해면패류,8204,골뱅이,820499,기타
82,냉동 해면패류,8205,고막,820501,새고막
82,냉동 해면패류,8205,고막,820502,피조개
82,냉동 해면패류,8205,고막,820503,참고막
82,냉동 해면패류,8205,고막,820598,고막(수입)
82,냉동 해면패류,8205,고막,820599,기타
82,냉동 해면패류,8206,굴,820601,깐굴
82,냉동 해면패류,8206,굴,820602,참굴
82,냉동 해면패류,8206,굴,820603,가시굴
82,냉동 해면패류,8206,굴,820604,바위굴
82,냉동 해면패류,8206,굴,820605,토굴
82,냉동 해면패류,8206,굴,820606,갓굴
82,냉동 해면패류,8206,굴,820698,굴(수입)
82,냉동 해면패류,8206,굴,820699,기타
82,냉동 해면패류,8207,맛,820701,가리맛
82,냉동 해면패류,8207,맛,820702,긴맛
82,냉동 해면패류,8207,맛,820703,깐맛
82,냉동 해면패류,8207,전복,820704,왕전복
82,냉동 해면패류,8207,전복,820705,마대오분자기
82,냉동 해면패류,8207,맛,820706,대맛조개
82,냉동 해면패류,8207,맛,820707,갈맛조개
82,냉동 해면패류,8207,맛,820708,돌맛조개
82,냉동 해면패류,8207,맛,820709,붉은무늬맛조개
82,냉동 해면패류,8207,맛,820710,보라맛조개
82,냉동 해면패류,8207,맛,820711,꼬마맛조개
82,냉동 해면패류,8207,맛,820712,왜맛조개
82,냉동 해면패류,8207,맛,820798,맛(수입)
82,냉동 해면패류,8207,맛,820799,기타
82,냉동 해면패류,8208,바지락,820801,깐바지락
82,냉동 해면패류,8208,바지락,820802,물바지락
82,냉동 해면패류,8208,기타조개,820803,백합
82,냉동 해면패류,8208,바지락,820898,바지락(수입)
82,냉동 해면패류,8208,바지락,820899,기타
82,냉동 해면패류,8209,전복,820901,깐전복
82,냉동 해면패류,8209,전복,820902,말전복
82,냉동 해면패류,8209,전복,820903,오분자기
82,냉동 해면패류,8209,홍합,820904,종밋
82,냉동 해면패류,8209,홍합,820905,홍합
82,냉동 해면패류,8209,전복,820906,마대오분자기
82,냉동 해면패류,8209,전복,820998,전복(수입)
82,냉동 해면패류,8209,전복,820999,기타
82,냉동 해면패류,8210,조개,821002,개량조개
82,냉동 해면패류,8210,조개,821003,동죽
82,냉동 해면패류,8210,조개,821005,백합
82,냉동 해면패류,8210,조개,821006,비단조개
82,냉동 해면패류,8210,조개,821007,새조개
82,냉동 해면패류,8210,조개,821008,키조개
82,냉동 해면패류,8210,조개,821009,진주조개
82,냉동 해면패류,8210,조개,821010,코끼리조개
82,냉동 해면패류,8210,조개,821011,개조개
82,냉동 해면패류,8210,조개,821012,살조개
82,냉동 해면패류,8210,조개,821013,가무락조개
82,냉동 해면패류,8210,조개,821015,갈매기조개
82,냉동 해면패류,8210,조개,821016,깜장북방대합
82,냉동 해면패류,8210,조개,821018,농조개
82,냉동 해면패류,8210,조개,821019,대합
82,냉동 해면패류,8210,조개,821021,떡조개
82,냉동 해면패류,8210,조개,821022,민들조개
82,냉동 해면패류,8210,조개,821023,밤색무늬조개
82,냉동 해면패류,8210,조개,821024,북방대합
82,냉동 해면패류,8210,조개,821025,붉은속비단조개
82,냉동 해면패류,8210,조개,821026,비너스백합
82,냉동 해면패류,8210,조개,821027,빛조개
82,냉동 해면패류,8210,조개,821028,삿갓조개
82,냉동 해면패류,8210,조개,821029,소쿠리조개
82,냉동 해면패류,8210,조개,821030,왕우럭조개
82,냉동 해면패류,8210,조개,821031,우럭조개
82,냉동 해면패류,8210,조개,821032,주름백합
82,냉동 해면패류,8210,조개,821033,칼조개
82,냉동 해면패류,8210,조개,821034,큰죽합
82,냉동 해면패류,8210,조개,821035,투박조개
82,냉동 해면패류,8210,조개,821036,페이스트
82,냉동 해면패류,8210,조개,821037,피조개
82,냉동 해면패류,8210,조개,821038,행달조개
82,냉동 해면패류,8210,조개,821039,명주개량조개
82,냉동 해면패류,8210,조개,821040,돌고부지
82,냉동 해면패류,8210,조개,821041,돌조개
82,냉동 해면패류,8210,조개,821042,복털조개
82,냉동 해면패류,8210,조개,821043,비로도복털조개
82,냉동 해면패류,8210,조개,821044,올리브복털조개
82,냉동 해면패류,8210,조개,821045,띠조개
82,냉동 해면패류,8210,조개,821046,중국주름백합
82,냉동 해면패류,8210,조개,821047,아담스백합
82,냉동 해면패류,8210,조개,821048,비단백합
82,냉동 해면패류,8210,조개,821049,비늘백합
82,냉동 해면패류,8210,조개,821050,민무늬백합
82,냉동 해면패류,8210,조개,821051,말백합
82,냉동 해면패류,8210,조개,821052,쇠백합
82,냉동 해면패류,8210,조개,821053,주름떡조개
82,냉동 해면패류,8210,조개,821054,둥근떡조개
82,냉동 해면패류,8210,조개,821055,네모소쿠리조개
82,냉동 해면패류,8210,조개,821056,꼬마소쿠리조개
82,냉동 해면패류,8210,조개,821057,우줄기
82,냉동 해면패류,8210,조개,821058,석공조개
82,냉동 해면패류,8210,조개,821059,펄조개
82,냉동 해면패류,8210,조개,821060,말조개
82,냉동 해면패류,8210,조개,821061,두드럭조개
