LCLASSCODE,LCLASSNAME,MCLASSCODE,MCLASSNAME,SCLASSCODE,SCLASSNAME
1,미곡류,101,벼,10101,일반계
1,미곡류,101,벼,10102,통일계
1,미곡류,101,벼,10103,햇일반계
1,미곡류,101,벼,10104,홍벼
1,미곡류,101,벼,10199,기타
1,미곡류,102,밭벼,10201,밭벼(일반)
1,미곡류,103,쌀,10301,일반미(쌀 일반)
1,미곡류,103,쌀,10302,청결미
1,미곡류,103,쌀,10303,품질인증미
1,미곡류,103,쌀,10304,혼합미
1,미곡류,103,쌀,10305,흑미
1,미곡류,103,쌀,10306,기타유색미
1,미곡류,103,쌀,10307,향미
1,미곡류,103,쌀,10308,양조미
1,미곡류,103,쌀,10309,대립미
1,미곡류,103,쌀,10311,쑥쌀
1,미곡류,103,쌀,10313,멥쌀
1,미곡류,103,쌀,10314,쌀(쇄미)
1,미곡류,103,쌀,10315,쌀눈
1,미곡류,103,쌀,10398,쌀(수입)
1,미곡류,103,쌀,10399,기타
1,미곡류,104,찹쌀,10401,찹쌀(일반)
1,미곡류,104,찹쌀,10402,현미찹쌀
1,미곡류,104,찹쌀,10499,기타
1,미곡류,105,찰벼,10501,찰벼(일반)
1,미곡류,106,현미,10601,현미(일반)
1,미곡류,106,현미,10602,현미쑥쌀
1,미곡류,106,현미,10603,메현미
1,미곡류,106,현미,10604,찰현미
1,미곡류,106,현미,10605,흑현미
1,미곡류,106,현미,10606,발아현미
1,미곡류,106,현미,10607,찰흑미
1,미곡류,106,현미,10608,흑향미
1,미곡류,106,현미,10609,쌀겨
1,미곡류,106,현미,10699,기타
1,미곡류,107,총체벼,10701,총체벼(일반)
1,미곡류,199,기타,19999,기타
2,맥류,201,보리,20101,보리(일반)
2,맥류,201,보리,20102,쌀보리
2,맥류,201,보리,20103,맥주보리
2,맥류,201,보리,20104,발아보리
2,맥류,201,보리,20105,겉보리
2,맥류,201,보리,20199,기타
2,맥류,202,보리쌀,20201,겉보리쌀
2,맥류,202,보리쌀,20202,쌀보리쌀
2,맥류,202,보리쌀,20203,맥주보리쌀
2,맥류,202,보리쌀,20204,찰보리쌀
2,맥류,202,보리쌀,20205,늘보리쌀
2,맥류,202,보리쌀,20206,할맥
2,맥류,202,보리쌀,20207,압맥
2,맥류,202,보리쌀,20299,기타
2,맥류,203,밀,20301,밀(일반)
2,맥류,203,밀,20302,발아밀
2,맥류,203,밀,20303,호라산 밀(Khorasan Wheat)
2,맥류,203,밀,20399,기타
2,맥류,205,호밀,20501,호밀(일반)
2,맥류,206,귀리,20601,귀리(일반)
3,두류,301,콩,30101,콩(일반)
3,두류,301,콩,30102,황태
3,두류,301,콩,30103,청태
3,두류,301,콩,30104,흑태
3,두류,301,콩,30105,선비태
3,두류,301,콩,30106,아주까리콩
3,두류,301,콩,30107,서리태
3,두류,301,콩,30108,밤콩
3,두류,301,콩,30109,콩나물콩
3,두류,301,콩,30110,풋콩
3,두류,301,콩,30111,풋청태
3,두류,301,콩,30112,약콩
3,두류,301,콩,30113,갓끈콩
3,두류,301,콩,30114,양태
3,두류,301,콩,30115,장단콩
3,두류,301,콩,30116,울콩
3,두류,301,콩,30117,발아콩
3,두류,301,콩,30118,백태
3,두류,301,콩,30119,호랑이콩
3,두류,301,콩,30120,알록콩
3,두류,301,콩,30196,울콩(수입)
3,두류,301,콩,30197,백태(수입)
3,두류,301,콩,30198,콩(수입)
3,두류,301,콩,30199,기타
3,두류,302,팥,30201,팥(일반)
3,두류,302,팥,30202,검정팥
3,두류,302,팥,30203,개구리팥
3,두류,302,팥,30204,흰팥
3,두류,302,팥,30205,발아팥
3,두류,302,팥,30206,붉은팥
3,두류,302,팥,30296,개구리팥(수입)
3,두류,302,팥,30297,붉은팥(수입)
3,두류,302,팥,30298,팥(수입)
3,두류,302,팥,30299,기타
3,두류,303,녹두,30301,녹두(일반)
3,두류,303,녹두,30302,무광녹두
3,두류,303,녹두,30303,발아녹두
3,두류,303,녹두,30304,유광녹두
3,두류,303,녹두,30398,녹두(수입)
3,두류,303,녹두,30399,기타
3,두류,304,완두,30401,완두(일반)
3,두류,304,완두,30402,피완두
3,두류,304,완두,30403,풋완두
3,두류,304,완두,30404,깐완두
3,두류,304,완두,30498,완두(수입)
3,두류,304,완두,30499,기타
3,두류,305,강낭콩,30501,강낭콩(일반)
3,두류,305,강낭콩,30502,풋강낭콩
3,두류,305,강낭콩,30503,줄콩
3,두류,305,강낭콩,30505,빨간콩
3,두류,305,강낭콩,30598,강낭콩(수입)
3,두류,305,강낭콩,30599,기타
3,두류,306,동부,30601,동부(일반)
3,두류,306,동부,30602,풋동부
3,두류,306,동부,30698,동부(수입)
3,두류,306,동부,30699,기타
3,두류,399,기타,39901,잠두
3,두류,399,기타,39902,칼콩
3,두류,399,기타,39903,제비콩
3,두류,399,기타,39904,타마린드
3,두류,399,기타,39999,기타
4,잡곡류,401,옥수수,40101,곡실옥수수
4,잡곡류,401,옥수수,40102,찰옥수수
4,잡곡류,401,옥수수,40103,풋옥수수
4,잡곡류,401,옥수수,40104,팝콘옥수수
4,잡곡류,401,옥수수,40105,옥수수쌀
4,잡곡류,401,옥수수,40106,미백
4,잡곡류,401,옥수수,40107,단옥수수
4,잡곡류,401,옥수수,40108,발아옥수수
4,잡곡류,401,옥수수,40198,옥수수(수입)
4,잡곡류,401,옥수수,40199,기타
4,잡곡류,402,조,40201,조(일반)
4,잡곡류,402,조,40202,차조
4,잡곡류,402,조,40203,메좁쌀
4,잡곡류,402,조,40204,차좁쌀
4,잡곡류,402,조,40205,좁쌀
4,잡곡류,402,조,40206,발아조
4,잡곡류,402,조,40207,메조
4,잡곡류,402,조,40297,차조(수입)
4,잡곡류,402,조,40299,기타
4,잡곡류,403,수수,40301,수수(일반)
4,잡곡류,403,수수,40302,차수수
4,잡곡류,403,수수,40303,수수쌀
4,잡곡류,403,수수,40304,발아수수
4,잡곡류,403,수수,40305,메수수
4,잡곡류,403,수수,40398,수수(수입)
4,잡곡류,403,수수,40399,기타
4,잡곡류,404,메밀,40401,메밀(일반)
4,잡곡류,404,메밀,40498,메밀(수입)
4,잡곡류,405,기장,40501,기장(일반)
4,잡곡류,405,기장,40502,기장쌀
4,잡곡류,405,기장,40598,기장(수입)
4,잡곡류,405,기장,40599,기타
4,잡곡류,406,피,40601,피(일반)
4,잡곡류,407,율무,40701,율무(일반)
4,잡곡류,407,율무,40702,개량율무
4,잡곡류,407,율무,40703,율무쌀
4,잡곡류,407,율무,40704,발아율무
4,잡곡류,407,율무,40799,기타
4,잡곡류,499,기타,49998,기타잡곡류(수입)
4,잡곡류,499,기타,49999,잡곡류(기타)
5,서류,501,감자,50101,수미
5,서류,501,감자,50102,남작
5,서류,501,감자,50103,대지
5,서류,501,감자,50104,세풍
5,서류,501,감자,50105,조풍
5,서류,501,감자,50106,남서
5,서류,501,감자,50107,대서
5,서류,501,감자,50108,홍깨니백
5,서류,501,감자,50109,선농
5,서류,501,감자,50110,자주감자
5,서류,501,감자,50111,가을감자
5,서류,501,감자,50112,고냉지감자
5,서류,501,감자,50113,두백
5,서류,501,감자,50114,봄감자
5,서류,501,감자,50115,조림감자
5,서류,501,감자,50116,추백
5,서류,501,감자,50117,호박감자
5,서류,501,감자,50118,홍감자
5,서류,501,감자,50119,답리작
5,서류,501,감자,50120,맘모스
5,서류,501,감자,50121,돼지감자
5,서류,501,감자,50123,히카마
5,서류,501,감자,50124,깐감자
5,서류,501,감자,50198,감자(수입)
5,서류,501,감자,50199,기타
5,서류,502,고구마,50201,밤고구마
5,서류,502,고구마,50202,물고구마
5,서류,502,고구마,50203,절간고구마
5,서류,502,고구마,50204,호박고구마
5,서류,502,고구마,50205,자주고구마
5,서류,502,고구마,50206,붉은고구마
5,서류,502,고구마,50207,황금고구마
5,서류,502,고구마,50208,당근고구마
5,서류,502,고구마,50209,건고구마
5,서류,502,고구마,50210,풍원미
5,서류,502,고구마,50297,밤고구마(수입)
5,서류,502,고구마,50298,고구마(수입)
5,서류,502,고구마,50299,기타
5,서류,503,야콘,50301,야콘(일반)
5,서류,504,카사바,50401,카사바(일반)
5,서류,599,기타,59999,서류(기타)
6,과실류,601,사과,60101,홍옥
6,과실류,601,사과,60102,골덴
6,과실류,601,사과,60103,후지
6,과실류,601,사과,60104,아오리
6,과실류,601,사과,60105,육오
6,과실류,601,사과,60106,세계일
6,과실류,601,사과,60107,태양
6,과실류,601,사과,60108,착색후지
6,과실류,601,사과,60109,노변
6,과실류,601,사과,60110,조나골드
6,과실류,601,사과,60111,천추
6,과실류,601,사과,60112,홍월
6,과실류,601,사과,60113,모리스
6,과실류,601,사과,60114,양광
6,과실류,601,사과,60115,사이삼
6,과실류,601,사과,60116,북두
6,과실류,601,사과,60117,홍로
6,과실류,601,사과,60118,혜
6,과실류,601,사과,60119,산사
6,과실류,601,사과,60120,추향
6,과실류,601,사과,60121,야다까
6,과실류,601,사과,60122,국광
6,과실류,601,사과,60123,인도
6,과실류,601,사과,60124,어리브레이스
6,과실류,601,사과,60125,왕령
6,과실류,601,사과,60126,스타크림숀
6,과실류,601,사과,60127,데리셔스
6,과실류,601,사과,60128,축
6,과실류,601,사과,60129,감홍
6,과실류,601,사과,60130,송본금
6,과실류,601,사과,60131,시나노스위트
6,과실류,601,사과,60132,OBIR
6,과실류,601,사과,60133,요까
6,과실류,601,사과,60134,추광
6,과실류,601,사과,60135,하향
6,과실류,601,사과,60136,홍장군
6,과실류,601,사과,60137,화홍
6,과실류,601,사과,60138,히로사끼
6,과실류,601,사과,60139,미시마
6,과실류,601,사과,60140,미안마
6,과실류,601,사과,60141,선홍
6,과실류,601,사과,60142,서광
6,과실류,601,사과,60143,시나노레드
6,과실류,601,사과,60144,아이카향
6,과실류,601,사과,60145,로얄부사
6,과실류,601,사과,60146,기꾸8
6,과실류,601,사과,60147,애기사과
6,과실류,601,사과,60148,채향
6,과실류,601,사과,60149,서광
6,과실류,601,사과,60150,갈라
6,과실류,601,사과,60151,그라니스미스
6,과실류,601,사과,60152,글로스터
6,과실류,601,사과,60153,금광
6,과실류,601,사과,60154,금왕자
6,과실류,601,사과,60155,롬뷰티
6,과실류,601,사과,60156,마도우
6,과실류,601,사과,60157,맨코이
6,과실류,601,사과,60158,미광
6,과실류,601,사과,60159,미끼
6,과실류,601,사과,60160,새나라
6,과실류,601,사과,60161,스타칼라
6,과실류,601,사과,60162,대홍
6,과실류,601,사과,60163,자홍
6,과실류,601,사과,60164,희상
6,과실류,601,사과,60165,레드골드
6,과실류,601,사과,60167,월향
6,과실류,601,사과,60168,홍무
6,과실류,601,사과,60169,호노까
6,과실류,601,사과,60170,나가후
6,과실류,601,사과,60171,나까오
6,과실류,601,사과,60172,로얄후지
6,과실류,601,사과,60173,만월
6,과실류,601,사과,60174,무대
6,과실류,601,사과,60175,메구미
6,과실류,601,사과,60176,미야비
6,과실류,601,사과,60177,부광
6,과실류,601,사과,60178,줄라이레드
6,과실류,601,사과,60179,아이다레드
6,과실류,601,사과,60180,앙림
6,과실류,601,사과,60181,하크나인
6,과실류,601,사과,60182,챔피온
6,과실류,601,사과,60183,홍아이카
6,과실류,601,사과,60184,홍추
6,과실류,601,사과,60185,뉴히로사끼
6,과실류,601,사과,60186,명월
6,과실류,601,사과,60187,하쯔쓰가루
6,과실류,601,사과,60188,코린
6,과실류,601,사과,60189,왕림
6,과실류,601,사과,60190,소백3호
6,과실류,601,사과,60191,추홍
6,과실류,601,사과,60198,사과(수입)
6,과실류,601,사과,60199,기타
6,과실류,602,배,60201,신고
6,과실류,602,배,60202,만삼길
6,과실류,602,배,60203,장십랑
6,과실류,602,배,60204,금촌추
6,과실류,602,배,60205,신흥
6,과실류,602,배,60206,풍수
6,과실류,602,배,60207,행수
6,과실류,602,배,60208,석정
6,과실류,602,배,60209,황금
6,과실류,602,배,60210,수황
6,과실류,602,배,60211,화산
6,과실류,602,배,60212,영산
6,과실류,602,배,60213,추황
6,과실류,602,배,60214,소화
6,과실류,602,배,60215,팔운
6,과실류,602,배,60216,시원
6,과실류,602,배,60217,이십세기
6,과실류,602,배,60218,단배
6,과실류,602,배,60219,군총
6,과실류,602,배,60220,감천
6,과실류,602,배,60221,원황
6,과실류,602,배,60222,신수
6,과실류,602,배,60223,만수
6,과실류,602,배,60224,선황
6,과실류,602,배,60225,장수
6,과실류,602,배,60226,조생적
6,과실류,602,배,60227,수정
6,과실류,602,배,60228,신천
6,과실류,602,배,60229,예황
6,과실류,602,배,60230,애감수
6,과실류,602,배,60231,국수
6,과실류,602,배,60232,한아름
6,과실류,602,배,60233,만풍
6,과실류,602,배,60234,돌배
6,과실류,602,배,60235,임금
6,과실류,602,배,60298,배(수입)
6,과실류,602,배,60299,기타
6,과실류,603,포도,60301,캠벨얼리
6,과실류,603,포도,60302,거봉
6,과실류,603,포도,60303,델라웨어
6,과실류,603,포도,60304,골덴퀸
6,과실류,603,포도,60305,마스캇베리에이
6,과실류,603,포도,60306,네오마스캇
6,과실류,603,포도,60307,블랙올림피아
6,과실류,603,포도,60308,세단
6,과실류,603,포도,60309,힘노시들레스
6,과실류,603,포도,60310,마스캇알렉산드리아
6,과실류,603,포도,60311,블랙함부르그
6,과실류,603,포도,60312,다노렛드
6,과실류,603,포도,60313,레드글로브
6,과실류,603,포도,60314,버팔로
6,과실류,603,포도,60315,청포도
6,과실류,603,포도,60316,스튜벤
6,과실류,603,포도,60317,이탈리아
6,과실류,603,포도,60318,청수
6,과실류,603,포도,60319,크림슨
6,과실류,603,포도,60320,킹델라웨어
6,과실류,603,포도,60321,피오네
6,과실류,603,포도,60322,홍이두
6,과실류,603,포도,60323,교호
6,과실류,603,포도,60324,톰슨시들레스
6,과실류,603,포도,60325,플레임스들레스
6,과실류,603,포도,60326,칼메리아
6,과실류,603,포도,60327,크림슨스들레스
6,과실류,603,포도,60328,세레단
6,과실류,603,포도,60329,베니바라드
6,과실류,603,포도,60330,샤슬라
6,과실류,603,포도,60331,고처
6,과실류,603,포도,60332,가이찌
6,과실류,603,포도,60333,진옥
6,과실류,603,포도,60334,흑보석
6,과실류,603,포도,60335,홍서보
6,과실류,603,포도,60336,샤인마스캇
6,과실류,603,포도,60392,레드글로브(수입)
6,과실류,603,포도,60393,버팔로(수입)
6,과실류,603,포도,60394,크림슨(수입)
6,과실류,603,포도,60395,거봉(수입)
6,과실류,603,포도,60397,청포도(수입)
6,과실류,603,포도,60398,수입포도
6,과실류,603,포도,60399,기타
6,과실류,604,복숭아,60401,사자
6,과실류,604,복숭아,60402,창방
6,과실류,604,복숭아,60403,월봉
6,과실류,604,복숭아,60404,대구보
6,과실류,604,복숭아,60405,백봉
6,과실류,604,복숭아,60406,도백봉
6,과실류,604,복숭아,60407,대화백도
6,과실류,604,복숭아,60408,유명
6,과실류,604,복숭아,60409,수봉
6,과실류,604,복숭아,60410,황도
6,과실류,604,복숭아,60411,백도
6,과실류,604,복숭아,60412,올금도
6,과실류,604,복숭아,60413,월미
6,과실류,604,복숭아,60414,미백
6,과실류,604,복숭아,60415,한일백도
6,과실류,604,복숭아,60416,기도백도
6,과실류,604,복숭아,60417,암킹
6,과실류,604,복숭아,60418,선광
6,과실류,604,복숭아,60419,천홍
6,과실류,604,복숭아,60420,고양백도
6,과실류,604,복숭아,60421,천중도백도
6,과실류,604,복숭아,60422,레드골드
6,과실류,604,복숭아,60423,호기도
6,과실류,604,복숭아,60424,금도
6,과실류,604,복숭아,60425,홍이도
6,과실류,604,복숭아,60426,등낭
6,과실류,604,복숭아,60427,학도
6,과실류,604,복숭아,60428,아부백도
6,과실류,604,복숭아,60429,광산백도
6,과실류,604,복숭아,60430,선프레
6,과실류,604,복숭아,60431,선거루
6,과실류,604,복숭아,60433,와인버그
6,과실류,604,복숭아,60434,장호원황도
6,과실류,604,복숭아,60435,환타지아
6,과실류,604,복숭아,60436,메이그랜드
6,과실류,604,복숭아,60437,섬머그랜드
6,과실류,604,복숭아,60438,토좌
6,과실류,604,복숭아,60439,네호네백도
6,과실류,604,복숭아,60440,미시마
6,과실류,604,복숭아,60441,백미조생
6,과실류,604,복숭아,60442,백설
6,과실류,604,복숭아,60443,백향
6,과실류,604,복숭아,60444,서미골드
6,과실류,604,복숭아,60445,신백도
6,과실류,604,복숭아,60446,장택백봉
6,과실류,604,복숭아,60447,천도
6,과실류,604,복숭아,60448,히다찌레드
6,과실류,604,복숭아,60449,홍설도
6,과실류,604,복숭아,60450,털복숭아(일반)
6,과실류,604,복숭아,60451,오복
6,과실류,604,복숭아,60452,인용도
6,과실류,604,복숭아,60453,성백도
6,과실류,604,복숭아,60454,오도록기
6,과실류,604,복숭아,60455,가납암
6,과실류,604,복숭아,60456,왕도
6,과실류,604,복숭아,60457,경봉
6,과실류,604,복숭아,60458,천일백도
6,과실류,604,복숭아,60459,그레이트
6,과실류,604,복숭아,60460,그레이트점보
6,과실류,604,복숭아,60461,마도카
6,과실류,604,복숭아,60462,몽부사
6,과실류,604,복숭아,60463,용황백도
6,과실류,604,복숭아,60464,진미
6,과실류,604,복숭아,60465,단황도
6,과실류,604,복숭아,60466,복조
6,과실류,604,복숭아,60467,향수
6,과실류,604,복숭아,60468,원백도
6,과실류,604,복숭아,60469,무정조생백봉
6,과실류,604,복숭아,60470,관도5호
6,과실류,604,복숭아,60471,공삼
6,과실류,604,복숭아,60472,가나메
6,과실류,604,복숭아,60473,개복숭아
6,과실류,604,복숭아,60474,골드라이트
6,과실류,604,복숭아,60475,광황도
6,과실류,604,복숭아,60476,대홍
6,과실류,604,복숭아,60477,선골드
6,과실류,604,복숭아,60478,아카사끼
6,과실류,604,복숭아,60479,엘바백도
6,과실류,604,복숭아,60480,대명
6,과실류,604,복숭아,60481,대양
6,과실류,604,복숭아,60482,넙죽이
6,과실류,604,복숭아,60483,대옥계
6,과실류,604,복숭아,60484,대지황도
6,과실류,604,복숭아,60485,로얄황도
6,과실류,604,복숭아,60486,만생미백
6,과실류,604,복숭아,60487,만생백도
6,과실류,604,복숭아,60488,멍치
6,과실류,604,복숭아,60489,미황
6,과실류,604,복숭아,60490,백옥
6,과실류,604,복숭아,60491,귤조생
6,과실류,604,복숭아,60492,그린황도
6,과실류,604,복숭아,60493,금강수밀
6,과실류,604,복숭아,60494,대경백봉
6,과실류,604,복숭아,60495,대왕
6,과실류,604,복숭아,60496,미향
6,과실류,604,복숭아,60498,산정백도
6,과실류,604,복숭아,60499,기타
6,과실류,604,복숭아,0604A1,서광
6,과실류,604,복숭아,0604A2,스프린터
6,과실류,604,복숭아,0604A3,승일백도
6,과실류,604,복숭아,0604A4,신수백도
6,과실류,604,복숭아,0604A5,썬골드
6,과실류,604,복숭아,0604A6,애천중도
6,과실류,604,복숭아,0604A7,영산백도
6,과실류,604,복숭아,0604A8,왕봉
6,과실류,604,복숭아,0604A9,용궁백도
6,과실류,604,복숭아,0604B1,용택골드
6,과실류,604,복숭아,0604B2,이원조생
6,과실류,604,복숭아,0604B3,일천백봉
6,과실류,604,복숭아,0604B4,오월도
6,과실류,604,복숭아,0604B5,올인
6,과실류,604,복숭아,0604B6,찌요마루
6,과실류,604,복숭아,0604B7,상백
6,과실류,604,복숭아,0604B8,수밀도
6,과실류,604,복숭아,0604B9,승도
6,과실류,604,복숭아,0604C1,애지백도
6,과실류,604,복숭아,0604C2,황월
6,과실류,604,복숭아,0604C3,백천황도
6,과실류,604,복숭아,0604C4,성주백도
6,과실류,604,복숭아,0604C5,수홍
6,과실류,604,복숭아,0604C6,원교
6,과실류,604,복숭아,0604C7,월광
6,과실류,604,복숭아,0604C8,유조라
6,과실류,604,복숭아,0604C9,천봉
6,과실류,604,복숭아,0604D1,청도
6,과실류,604,복숭아,0604D2,홍금향
6,과실류,604,복숭아,0604D3,일광
6,과실류,604,복숭아,0604D4,인황백도
6,과실류,604,복숭아,0604D5,영일백도
6,과실류,604,복숭아,0604D6,이즈미백도
6,과실류,604,복숭아,0604D7,월하
6,과실류,604,복숭아,0604D8,금강황도
6,과실류,604,복숭아,0604D9,홍광
6,과실류,604,복숭아,6.04E+03,편도
6,과실류,604,복숭아,6.04E+04,대박황도
6,과실류,604,복숭아,6.04E+05,대월
6,과실류,604,복숭아,6.04E+06,대적월
6,과실류,604,복숭아,6.04E+07,강황도
6,과실류,604,복숭아,6.04E+08,만생황도
6,과실류,604,복숭아,6.04E+09,신선
6,과실류,604,복숭아,6.04E+10,신비
6,과실류,604,복숭아,6.04E+11,천도신비
6,과실류,604,복숭아,0604Z9,복숭아(수입)
6,과실류,605,단감,60501,부유
6,과실류,605,단감,60502,상서
6,과실류,605,단감,60503,차랑
6,과실류,605,단감,60504,이두
6,과실류,605,단감,60505,서촌
6,과실류,605,단감,60506,대안
6,과실류,605,단감,60507,미까도
6,과실류,605,단감,60508,송본
6,과실류,605,단감,60509,오벤
6,과실류,605,단감,60510,시보로그
6,과실류,605,단감,60511,대홍
6,과실류,605,단감,60512,대홍(단감)
6,과실류,605,단감,60513,도근
6,과실류,605,단감,60514,동원
6,과실류,605,단감,60515,무핵흑대시
6,과실류,605,단감,60516,만어소
6,과실류,605,단감,60517,먹시
6,과실류,605,단감,60518,배시
6,과실류,605,단감,60519,신미
6,과실류,605,단감,60520,조홍시
6,과실류,605,단감,60521,조추
6,과실류,605,단감,60598,감(수입)
6,과실류,605,단감,60599,기타
6,과실류,606,떫은감,60601,고종시
6,과실류,606,떫은감,60602,사곡시
6,과실류,606,떫은감,60603,연시
6,과실류,606,떫은감,60604,약시
6,과실류,606,떫은감,60605,반시
6,과실류,606,떫은감,60606,침시
6,과실류,606,떫은감,60607,충시
6,과실류,606,떫은감,60608,월하시
6,과실류,606,떫은감,60609,대봉시
6,과실류,606,떫은감,60610,도건
6,과실류,606,떫은감,60611,둥시
6,과실류,606,떫은감,60612,선사환
6,과실류,606,떫은감,60699,기타
6,과실류,607,곶감,60701,곶감(일반)
6,과실류,607,곶감,60702,상주곶감
6,과실류,607,곶감,60703,고산곶감
6,과실류,607,곶감,60704,감말랭이
6,과실류,607,곶감,60705,반건시
6,과실류,607,곶감,60706,함안곶감
6,과실류,607,곶감,60707,꽃반시
6,과실류,607,곶감,60798,곶감(수입)
6,과실류,607,곶감,60799,기타
6,과실류,608,자두,60801,홍자두
6,과실류,608,자두,60802,대석
6,과실류,608,자두,60803,중대석
6,과실류,608,자두,60804,수박자두
6,과실류,608,자두,60805,슈가프론
6,과실류,608,자두,60806,귀향
6,과실류,608,자두,60807,후무사
6,과실류,608,자두,60808,추희
6,과실류,608,자두,60809,노랑자두
6,과실류,608,자두,60810,대왕자두
6,과실류,608,자두,60811,미금
6,과실류,608,자두,60812,암스트롱
6,과실류,608,자두,60813,자봉
6,과실류,608,자두,60814,태양
6,과실류,608,자두,60815,후무사2
6,과실류,608,자두,60816,가나자두
6,과실류,608,자두,60817,가시자두
6,과실류,608,자두,60818,산타로사
6,과실류,608,자두,60819,도담
6,과실류,608,자두,60820,로얄대석
6,과실류,608,자두,60821,홍로생
6,과실류,608,자두,60822,썬킹델리셔스
6,과실류,608,자두,60823,정상자두
6,과실류,608,자두,60824,흑자두
6,과실류,608,자두,60825,건자두
6,과실류,608,자두,60898,자두(수입)
6,과실류,608,자두,60899,기타
6,과실류,609,모과,60901,모과(일반)
6,과실류,609,모과,60998,모과(수입)
6,과실류,610,살구,61001,살구(일반)
6,과실류,610,살구,61002,양살구
6,과실류,610,살구,61003,신사대실
6,과실류,610,살구,61004,산형3호
6,과실류,610,살구,61099,기타
6,과실류,611,참다래(키위),61101,참다래(키위)(일반)
6,과실류,611,참다래(키위),61102,골드키위
6,과실류,611,참다래(키위),61103,그린
6,과실류,611,참다래,61104,레드키위
6,과실류,611,참다래,61105,스키니키위
6,과실류,611,참다래,61106,Hort 16A
6,과실류,611,참다래(키위),61107,헤이워드
6,과실류,611,참다래,61198,참다래(수입)
6,과실류,611,참다래(키위),61199,기타
6,과실류,612,바나나,61201,바나나(일반)
6,과실류,612,바나나,61202,몽키
6,과실류,612,바나나,61203,레귤러
6,과실류,612,바나나,61204,고산지
6,과실류,612,바나나,61205,카벤디쉬
6,과실류,612,바나나,61297,몽키(수입)
6,과실류,612,바나나,61298,바나나(수입)
6,과실류,612,바나나,61299,기타
6,과실류,613,파인애플,61301,파인애플(일반)
6,과실류,613,파인애플,61302,대농
6,과실류,613,파인애플,61303,스페샬
6,과실류,613,파인애플,61304,골드
6,과실류,613,파인애플,61305,MG2
6,과실류,613,파인애플,61306,MG3
6,과실류,613,파인애플,61307,퀸
6,과실류,613,파인애플,61398,파인애플(수입)
6,과실류,613,파인애플,61399,기타
6,과실류,614,감귤,61401,조생귤
6,과실류,614,감귤,61402,중생귤
6,과실류,614,감귤,61403,만생귤
6,과실류,614,감귤,61404,비가림감귤
6,과실류,614,감귤,61405,하우스감귤
6,과실류,614,감귤,61406,극조생감귤
6,과실류,614,감귤,61407,천헤향
6,과실류,614,감귤,61408,황금향
6,과실류,614,감귤,61409,레드향
6,과실류,614,감귤,61410,한라향
6,과실류,614,감귤,61411,카라향
6,과실류,614,감귤,61412,하루미
6,과실류,614,감귤,61413,온주
6,과실류,614,감귤,61414,마르메르
6,과실류,614,감귤,61415,성전
6,과실류,614,감귤,61416,세또미
6,과실류,614,감귤,61498,감귤(수입)
6,과실류,614,감귤,61499,기타
6,과실류,615,만감,61501,하귤
6,과실류,615,만감,61502,팔삭
6,과실류,615,만감,61503,이예감
6,과실류,615,만감,61504,한라봉
6,과실류,615,만감,61505,영귤
6,과실류,615,만감,61506,진지향
6,과실류,615,만감,61507,세또까
6,과실류,615,만감,61599,기타
6,과실류,616,탄제린,61601,만다린(일반)
6,과실류,616,탄제린,61602,탄제린
6,과실류,616,탄제린,61603,탄젤로
6,과실류,616,탄제린,61604,탄골
6,과실류,616,탄제린,61605,세미놀
6,과실류,616,탄제린,61606,미네올라
6,과실류,616,탄제린,61698,탄제린(수입)
6,과실류,616,탄제린,61699,기타
6,과실류,617,레몬,61701,레몬(일반)
6,과실류,617,레몬,61702,라임
6,과실류,617,레몬,61703,펜시
6,과실류,617,레몬,61704,초이스
6,과실류,617,레몬,61797,라임(수입)
6,과실류,617,레몬,61798,레몬(수입)
6,과실류,617,레몬,61799,기타
6,과실류,618,오렌지,61801,청견
6,과실류,618,오렌지,61802,네블
6,과실류,618,오렌지,61803,발렌시아
6,과실류,618,오렌지,61804,레인레이트
6,과실류,618,오렌지,61805,미드나잇
6,과실류,618,오렌지,61806,델타
6,과실류,618,오렌지,61807,카라카라
6,과실류,618,오렌지,61808,모로
6,과실류,618,오렌지,61809,천혜향
6,과실류,618,오렌지,61897,네블(수입)
6,과실류,618,오렌지,61898,오렌지(수입)
6,과실류,618,오렌지,61899,기타
6,과실류,619,그레이프푸룻(자몽),61901,그레이프푸룻(자몽)(일반)
6,과실류,619,자몽,61902,화이트
6,과실류,619,자몽,61903,레드
6,과실류,619,자몽,61904,화이트루비
6,과실류,619,자몽,61905,레드루비
6,과실류,619,자몽,61906,스타루비
6,과실류,619,자몽,61907,스위티
6,과실류,619,자몽,61996,스위티(수입)
6,과실류,619,자몽,61997,메로골드(수입)
6,과실류,619,자몽,61998,자몽(수입)
6,과실류,619,그레이프푸룻(자몽),61999,기타
6,과실류,620,유자,62001,유자(일반)
6,과실류,620,유자,62098,유자(수입)
6,과실류,621,금감,62101,금감(일반)
6,과실류,622,오디,62201,오디(일반)
6,과실류,622,오디,62202,구지뽕
6,과실류,622,오디,62299,기타
6,과실류,623,버찌,62301,버찌(일반)
6,과실류,623,버찌,62302,재래종
6,과실류,623,버찌,62303,좌등금
6,과실류,623,버찌,62398,버찌(수입)
6,과실류,623,버찌,62399,기타
6,과실류,624,석류,62401,석류(일반)
6,과실류,624,석류,62498,석류(수입)
6,과실류,625,매실,62501,매실(일반)
